Fighter1,Fighter2,Weight Class,Winning Method,Round,Time,Win/Loss (Fighter1),Win Rate (Fighter 1),Total Fights (Fighter 1),Win (Fighter 1),Lose (Fighter 1),Draw (Fighter 1),SLpM (Fighter 1),Str. Acc. (Fighter 1),SApM (Fighter 1),Str. Def (Fighter 1),TD Avg. (Fighter 1),TD Acc. (Fighter 1),TD Def. (Fighter 1),Sub. Avg. (Fighter 1),Win Rate (Fighter 2),Total Fights (Fighter 2),Win (Fighter 2),Lose (Fighter 2),Draw (Fighter 2),SLpM (Fighter 2),Str. Acc. (Fighter 2),SApM (Fighter 2),Str. Def (Fighter 2),TD Avg. (Fighter 2),TD Acc. (Fighter 2),TD Def. (Fighter 2),Sub. Avg. (Fighter 2)
Anthony Smith,Johnny Walker,Light Heavyweight,U-DEC,3,5:00,Lose,66%,56,37,19,0,3.21,48%,4.47,46%,0.49,26%,48%,0.6,72%,29,21,8,0,3.81,53%,2.83,44%,0.46,100%,57%,0.9
Daniel Rodriguez,Ian Machado Garry,Welterweight,KO/TKO Kick,1,2:57,Lose,81%,21,17,4,0,7.3,50%,5.28,56%,0.62,50%,63%,0.1,100%,14,14,0,0,6.27,55%,3.49,53%,0.55,75%,69%,0
Ihor Potieria,Carlos Ulberg,Light Heavyweight,KO/TKO Punches,1,2:09,Lose,80%,25,20,5,0,5.19,50%,5.01,51%,0,0%,57%,0,91%,11,10,1,0,7.29,59%,3.59,52%,0.95,75%,75%,0.3
Tim Means,Alex Morono,Welterweight,SUB Guillotine Choke,2,2:09,Lose,69%,48,33,15,0,5.1,49%,3.65,60%,1.16,42%,65%,0.2,73%,33,24,9,0,4.87,40%,4.16,58%,0.32,22%,55%,0.4
Court McGee,Matt Brown,Welterweight,KO/TKO Punch,1,4:09,Lose,63%,35,22,13,0,4.6,37%,3.62,61%,1.84,25%,69%,0.4,58%,45,26,19,0,3.76,55%,2.92,55%,1.68,46%,63%,1.3
Chase Sherman,Karl Williams,Heavyweight,U-DEC,3,5:00,Lose,57%,28,16,12,0,6.04,45%,6.65,52%,0.09,50%,74%,0,91%,11,10,1,0,2.87,52%,1.7,60%,4.75,50%,100%,0.2
Cody Stamann,Douglas Silva de Andrade,Catch Weight,U-DEC,3,5:00,Lose,75%,28,21,6,1,4.39,47%,3.63,62%,2.34,39%,76%,0,85%,34,29,5,0,3.66,38%,3.99,58%,0.61,46%,70%,0.2
Ji Yeon Kim,Mandy Bohm,Women's Flyweight,S-DEC,3,1:55,Lose,50%,18,9,7,2,5.37,36%,5.41,56%,0,0%,50%,0.1,80%,10,8,2,0,2.51,45%,3.24,60%,0.72,18%,75%,0.7
Gabe Green,Bryan Battle,Welterweight,KO/TKO Punch,1,0:14,Lose,69%,16,11,5,0,6.28,45%,6.95,47%,0.83,50%,53%,0.3,85%,13,11,2,0,4.52,51%,3.74,44%,1.12,28%,47%,0.6
Jessica-Rose Clark,Tainara Lisboa,Women's Bantamweight,SUB Rear Naked Choke,3,4:20,Lose,55%,20,11,9,0,3.73,51%,3.51,58%,1.66,42%,62%,0.3,78%,9,7,2,0,2.05,50%,1.4,54%,2.05,40%,70%,0.5
Henry Cejudo,Aljamain Sterling,Bantamweight,S-DEC,5,5:00,Lose,80%,20,16,4,0,3.77,46%,3.29,60%,1.99,32%,75%,0.2,86%,28,24,4,0,4.61,52%,2.3,58%,2.31,27%,45%,0.7
Gilbert Burns,Belal Muhammad,Welterweight,U-DEC,5,5:00,Lose,76%,29,22,7,0,3.29,48%,3.42,54%,2.24,38%,50%,0.5,88%,26,23,3,0,4.55,43%,3.64,57%,1.98,35%,93%,0.2
Jessica Andrade,Yan Xiaonan,Women's Strawweight,KO/TKO Punch,1,2:20,Lose,68%,38,26,12,0,6.62,50%,5.37,55%,2.37,55%,72%,0.3,82%,22,18,4,0,4.97,44%,3.66,58%,1,73%,62%,0
Diego Lopes,Movsar Evloev,Featherweight,U-DEC,3,5:00,Lose,80%,30,24,6,0,3.22,58%,4.73,37%,0,0%,42%,5,100%,18,18,0,0,4.43,48%,2.89,61%,4.75,46%,71%,0.2
Kron Gracie,Charles Jourdain,Featherweight,U-DEC,3,5:00,Lose,71%,7,5,2,0,3.74,44%,6.82,53%,0.47,25%,0%,0.5,65%,23,15,7,1,5.56,48%,4.31,57%,0.09,10%,48%,0.6
Drew Dober,Matt Frevola,Lightweight,KO/TKO Punch,1,4:08,Lose,68%,40,27,13,0,4.34,40%,4.23,51%,0.71,18%,56%,0.1,69%,16,11,4,1,3.71,42%,3.57,59%,2.59,40%,42%,0.9
Devin Clark,Kennedy Nzechukwu,Light Heavyweight,SUB Guillotine Choke,2,2:28,Lose,61%,23,14,9,0,3.03,54%,3.24,44%,2.17,32%,58%,0.1,71%,17,12,5,0,5.13,45%,4.9,50%,0.6,45%,80%,0.2
Rolando Bedoya,Khaos Williams,Welterweight,S-DEC,3,5:00,Lose,82%,17,14,3,0,8.7,55%,6.83,52%,0,0%,0%,0,82%,17,14,3,0,5.77,39%,5.33,42%,0,0%,80%,0
Marina Rodriguez,Virna Jandiroba,Women's Strawweight,U-DEC,3,5:00,Lose,74%,23,17,4,2,4.82,47%,3.12,55%,0.23,42%,65%,0.2,87%,23,20,3,0,2.3,38%,2.96,57%,2.36,36%,73%,1.2
Braxton Smith,Parker Porter,Heavyweight,KO/TKO Punches,1,2:10,Lose,71%,7,5,2,0,6.46,48%,11.54,32%,0,0%,100%,0,61%,23,14,9,0,6.55,50%,6.32,51%,1.35,26%,66%,0.5
Phil Hawes,Ikram Aliskerov,Middleweight,KO/TKO Punches,1,2:10,Lose,67%,18,12,6,0,5.33,59%,3.72,55%,2.11,34%,90%,0.2,94%,16,15,1,0,8.24,65%,7.15,36%,2.33,33%,0%,2.3
Joseph Holmes,Claudio Ribeiro,Middleweight,KO/TKO Punches,2,3:21,Lose,67%,12,8,4,0,2.88,53%,3.08,54%,1.49,40%,50%,0.8,69%,16,11,5,0,3.59,51%,4.9,30%,0.56,50%,66%,0
Ricky Simon,Song Yadong,Bantamweight,KO/TKO Punch,5,1:10,Lose,80%,25,20,5,0,3.01,43%,3.61,61%,5.49,46%,76%,0.4,72%,29,21,8,0,4.49,43%,3.96,55%,0.66,40%,72%,0.2
Michal Oleksiejczuk,Caio Borralho,Middleweight,SUB Rear Naked Choke,2,2:49,Lose,73%,26,19,7,0,5.06,50%,4.26,61%,0.75,44%,48%,0,94%,16,15,1,0,2.73,58%,1.98,60%,2.16,63%,57%,0.5
Cody Brundage,Rodolfo Vieira,Middleweight,SUB Arm Triangle,2,1:28,Lose,63%,16,10,6,0,1.62,54%,2.3,43%,2.33,52%,68%,0.9,83%,12,10,2,0,3.19,54%,4.6,49%,4.18,30%,100%,1.6
Julian Erosa,Fernando Padilla,Featherweight,KO/TKO Punches,1,1:41,Lose,71%,41,29,12,0,6.14,48%,6.29,47%,1.63,46%,58%,0.8,76%,21,16,5,0,6.48,42%,5.25,53%,0,0%,100%,0.8
Waldo Cortes-Acosta,Marcos Rogerio de Lima,Heavyweight,U-DEC,3,5:00,Lose,92%,12,11,1,0,6.13,47%,4.02,52%,0,0%,60%,0,67%,33,22,10,1,3.7,57%,2.9,51%,1.4,45%,59%,0.5
Josh Quinlan,Trey Waters,Welterweight,U-DEC,3,5:00,Lose,75%,8,6,2,0,3.59,42%,6.91,49%,0.51,11%,60%,0,89%,9,8,1,0,6.45,45%,3.95,61%,0.78,50%,77%,0.8
Jake Collier,Martin Buday,Heavyweight,U-DEC,3,5:00,Lose,57%,23,13,10,0,5.8,44%,5.08,50%,0.71,33%,67%,0.6,87%,15,13,2,0,5.17,52%,5.7,54%,0.26,25%,100%,0.3
Charles Johnson,Cody Durden,Flyweight,U-DEC,3,5:00,Lose,70%,20,14,6,0,4.45,55%,3.15,59%,0.48,23%,63%,0.6,73%,22,16,5,1,3.16,51%,2.89,51%,4.84,50%,66%,0.3
Stephanie Egger,Irina Alekseeva,Women's Bantamweight,SUB Kneebar,1,2:11,Lose,62%,13,8,5,0,2.2,46%,2.48,52%,2.48,42%,50%,0.6,71%,7,5,2,0,3.84,43%,3.55,48%,0.87,20%,100%,0.9
Journey Newson,Marcus McGhee,Catch Weight,SUB Rear Naked Choke,2,2:03,Lose,67%,15,10,5,0,2.64,32%,2.57,64%,0.56,16%,43%,0.3,90%,10,9,1,0,5.43,51%,2.52,71%,0.84,33%,100%,0.8
Hailey Cowan,Jamey-Lyn Horth,Women's Bantamweight,U-DEC,3,5:00,Lose,70%,10,7,3,0,2.97,42%,3.17,34%,1.5,33%,80%,0,86%,7,6,1,0,3.97,62%,3.53,57%,0.5,25%,70%,0
Curtis Blaydes,Sergei Pavlovich,Heavyweight,KO/TKO Punches,1,3:08,Lose,82%,22,18,4,0,3.53,50%,1.83,59%,5.72,53%,31%,0,90%,20,18,2,0,8.21,48%,4.61,55%,0,0%,75%,0
Brad Tavares,Bruno Silva,Middleweight,KO/TKO Punch,1,3:35,Lose,67%,30,20,10,0,3.38,43%,3.15,55%,0.78,26%,81%,0,68%,34,23,11,0,4.12,49%,5.45,41%,0.93,27%,73%,0
Jared Gordon,Bobby Green,Lightweight,CNC,1,4:35,NC,77%,26,20,6,0,5.39,57%,3.4,57%,1.95,40%,62%,0,68%,47,32,15,0,6.45,52%,3.75,62%,1.19,38%,74%,0.3
Brogan Walker,Iasmin Lucindo,Women's Flyweight,U-DEC,3,5:00,Lose,67%,12,8,4,0,2.04,30%,3.7,47%,0,0%,11%,0,75%,20,15,5,0,3.33,39%,3.23,67%,2.33,66%,66%,0.4
Matthew Semelsberger,Jeremiah Wells,Welterweight,S-DEC,3,5:00,Lose,61%,18,11,7,0,3.78,43%,4.21,54%,1.02,57%,45%,0.4,71%,17,12,4,1,2.41,43%,1.31,48%,3.08,44%,80%,0.8
Ricky Glenn,Christos Giagos,Lightweight,KO/TKO Punch,1,1:35,Lose,69%,32,22,8,2,3.94,43%,4.1,51%,0.55,13%,68%,0.4,63%,32,20,12,0,3.03,41%,3.21,50%,2.84,36%,52%,0.4
Rani Yahya,Montel Jackson,Bantamweight,KO/TKO Punch,1,3:42,Lose,72%,39,28,11,0,1.59,37%,1.77,50%,2.86,32%,24%,1.9,87%,15,13,2,0,3.36,53%,1.41,64%,3.42,71%,69%,0.3
Karol Rosa,Norma Dumont,Women's Featherweight,U-DEC,3,5:00,Lose,74%,23,17,6,0,6.34,56%,4.78,49%,1.22,45%,68%,0,85%,13,11,2,0,3.11,49%,1.89,66%,1.91,68%,72%,0
Junior Tafa,Mohammed Usman,Heavyweight,U-DEC,3,5:00,Lose,71%,7,5,2,0,1.81,40%,1.86,50%,0,0%,81%,0,79%,14,11,3,0,3.18,37%,4.21,52%,0.89,18%,0%,0
Francis Marshall,William Gomis,Featherweight,S-DEC,3,5:00,Lose,78%,9,7,2,0,3.66,33%,4.07,53%,3.29,50%,0%,0.7,87%,15,13,2,0,2.62,46%,1.49,75%,1.06,60%,81%,0.7
Batgerel Danaa,Brady Hiestand,Bantamweight,KO/TKO Punches,3,4:21,Lose,71%,17,12,5,0,5.38,36%,4.21,47%,0.52,50%,62%,0,80%,10,8,2,0,2.93,52%,3.65,53%,4.06,46%,42%,0.3
Arnold Allen,Max Holloway,Featherweight,U-DEC,5,5:00,Lose,86%,22,19,3,0,3.39,40%,2.91,61%,1.02,50%,75%,0.4,79%,33,26,7,0,7.17,48%,4.72,59%,0.25,53%,84%,0.3
Billy Quarantillo,Edson Barboza,Featherweight,KO/TKO Knee,1,2:37,Lose,75%,24,18,6,0,7.36,56%,5.57,43%,1.24,23%,61%,1.1,69%,35,24,11,0,4.18,45%,4.34,57%,0.48,50%,75%,0.1
Dustin Jacoby,Azamat Murzakanov,Light Heavyweight,U-DEC,3,5:00,Lose,68%,28,19,8,1,5.53,47%,4.07,57%,0.36,25%,60%,0,100%,13,13,0,0,4.57,57%,3.12,57%,0.75,16%,83%,0
Tanner Boser,Ion Cutelaba,Light Heavyweight,KO/TKO Punches,1,2:05,Lose,66%,32,21,10,1,4.7,52%,2.75,58%,0,0%,63%,0,63%,27,17,10,0,4.44,43%,3.43,47%,4.17,57%,76%,0
Chris Gutierrez,Pedro Munhoz,Bantamweight,U-DEC,3,5:00,Lose,71%,28,20,6,2,4.8,58%,2.79,63%,0.28,30%,69%,0.1,69%,29,20,9,0,5.32,43%,6.23,56%,0.51,18%,82%,0.5
Clay Guida,Rafa Garcia,Lightweight,U-DEC,3,5:00,Lose,64%,59,38,21,0,2.64,33%,3.01,61%,3.13,36%,67%,0.6,84%,19,16,3,0,4.19,42%,4.21,61%,3.61,44%,79%,0.3
TJ Brown,Bill Algeo,Featherweight,SUB Rear Naked Choke,2,1:40,Lose,61%,28,17,11,0,3.37,44%,2.89,49%,3.41,57%,36%,1.3,69%,26,18,8,0,6.16,52%,4.52,47%,0.86,46%,56%,0.1
Matheus Nicolau,Brandon Royval,Flyweight,KO/TKO Knee,1,2:09,Lose,79%,24,19,4,1,3.66,53%,3.14,66%,1.48,45%,93%,0.9,70%,23,16,7,0,4.33,36%,3.42,46%,0.47,60%,40%,1.1
Ed Herman,Zak Cummings,Light Heavyweight,KO/TKO Punches,3,4:13,Lose,63%,43,27,16,0,3.31,48%,3.71,42%,1.96,47%,59%,1,78%,32,25,7,0,2.96,35%,2.91,55%,0.62,28%,66%,0.6
Piera Rodriguez,Gillian Robertson,Women's Strawweight,SUB Armbar,2,4:21,Lose,90%,10,9,1,0,3.46,46%,2.98,57%,3.31,41%,66%,0,62%,21,13,8,0,2.61,46%,3.12,56%,2.53,43%,43%,1
Lando Vannata,Daniel Zellhuber,Lightweight,U-DEC,3,5:00,Lose,57%,21,12,7,2,4.52,45%,4.76,55%,1.09,37%,69%,0.3,94%,16,15,1,0,5.86,41%,5.06,56%,0.22,33%,94%,0.2
Bruna Brasil,Denise Gomes,Women's Strawweight,KO/TKO Punches,2,2:42,Lose,64%,14,9,4,1,2.94,62%,3.92,51%,1.59,62%,53%,0,73%,11,8,3,0,4.81,48%,3.66,49%,1.13,33%,47%,0.8
Aaron Phillips,Gaston Bolanos,Bantamweight,U-DEC,3,5:00,Lose,71%,17,12,5,0,1.51,53%,3.66,43%,0.86,50%,44%,0.6,64%,11,7,4,0,3.88,43%,3.49,49%,0,0%,50%,0
Lucie Pudilova,Joselyne Edwards,Women's Bantamweight,S-DEC,3,5:00,Lose,61%,23,14,9,0,3.68,37%,3.83,51%,0.55,27%,66%,0.7,72%,18,13,5,0,4.71,52%,3.36,50%,1,33%,64%,0.3
Alex Pereira,Israel Adesanya,Middleweight,KO/TKO Punch,2,4:21,Lose,83%,12,10,2,0,5.1,62%,3.65,50%,0.18,100%,70%,0.4,89%,27,24,3,0,3.93,48%,3.11,56%,0.05,14%,77%,0.1
Jorge Masvidal,Gilbert Burns,Welterweight,U-DEC,3,5:00,Lose,67%,52,35,17,0,4.05,47%,3.05,64%,1.38,59%,72%,0.3,76%,29,22,7,0,3.29,48%,3.42,54%,2.24,38%,50%,0.5
Adrian Yanez,Rob Font,Bantamweight,KO/TKO Punch,1,2:57,Lose,76%,21,16,5,0,6.15,39%,5.73,57%,0,0%,100%,0,71%,28,20,8,0,5.53,45%,3.65,56%,0.89,35%,46%,0.3
Santiago Ponzinibbio,Kevin Holland,Welterweight,KO/TKO Punch,3,3:16,Lose,81%,37,30,7,0,4.9,41%,4.67,61%,0.48,30%,60%,0,69%,36,25,11,0,4.24,49%,3.19,50%,0.85,38%,54%,0.6
Raul Rosas Jr.,Christian Rodriguez,Bantamweight,U-DEC,3,5:00,Lose,89%,9,8,1,0,1.28,44%,1.52,46%,3.57,33%,0%,1.8,92%,12,11,1,0,3.45,48%,2.28,57%,1.14,54%,66%,1.1
Chris Curtis,Kelvin Gastelum,Middleweight,U-DEC,3,5:00,Lose,74%,42,31,11,0,5.76,51%,6.16,52%,0,0%,82%,0,67%,27,18,9,0,3.55,41%,3.23,58%,0.96,30%,59%,0.1
Michelle Waterson-Gomez,Luana Pinheiro,Women's Strawweight,S-DEC,3,5:00,Lose,60%,30,18,12,0,3.56,46%,4.19,49%,1.42,32%,70%,0.7,85%,13,11,2,0,3.89,41%,4.38,62%,2.36,40%,66%,0.3
Gerald Meerschaert,Joe Pyfer,Middleweight,KO/TKO Punches,1,3:15,Lose,68%,53,36,17,0,3.18,45%,3.37,53%,2.17,38%,34%,1.6,80%,15,12,3,0,3.66,40%,3.58,51%,1.49,41%,50%,0.9
Cynthia Calvillo,Loopy Godinez,Women's Strawweight,S-DEC,3,5:00,Lose,56%,16,9,6,1,4.41,38%,4.12,64%,1.8,44%,77%,0.8,75%,16,12,4,0,4.13,48%,3.58,63%,3.04,46%,84%,1
Trey Ogden,Ignacio Bahamondes,Catch Weight,U-DEC,3,5:00,Lose,74%,23,17,6,0,3.38,47%,3.59,58%,1.64,23%,100%,0.6,75%,20,15,5,0,7.15,46%,4.38,57%,0,0%,85%,0.4
Shayilan Nuerdanbieke,Steve Garcia,Featherweight,KO/TKO Punch,2,0:36,Lose,78%,50,39,11,0,2.28,45%,2.94,50%,2.9,33%,40%,0,75%,20,15,5,0,4.85,56%,2.4,46%,1.31,44%,88%,0.7
Jaqueline Amorim,Sam Hughes,Women's Strawweight,U-DEC,3,5:00,Lose,89%,9,8,1,0,3.33,52%,1.85,62%,1.48,23%,0%,5.4,57%,14,8,6,0,4.03,45%,4.51,56%,0.96,30%,57%,0
Marlon Vera,Cory Sandhagen,Bantamweight,S-DEC,5,5:00,Lose,70%,33,23,9,1,4.31,49%,5.48,50%,0.53,39%,70%,0.9,81%,21,17,4,0,5.33,44%,3.4,58%,1.36,33%,64%,0.3
Yana Santos,Holly Holm,Women's Bantamweight,U-DEC,3,5:00,Lose,64%,22,14,8,0,4.16,56%,3.03,50%,1.11,53%,42%,0.1,68%,22,15,7,0,3.13,40%,2.92,55%,0.87,30%,76%,0.1
Austin Lingo,Nate Landwehr,Featherweight,SUB Rear Naked Choke,2,4:11,Lose,75%,12,9,3,0,3.86,37%,4.86,57%,0.43,66%,75%,0,78%,23,18,5,0,6.25,46%,5.75,55%,1,41%,86%,1
Andrea Lee,Maycee Barber,Women's Flyweight,S-DEC,3,5:00,Lose,59%,22,13,9,0,4.69,46%,3.76,62%,1.85,58%,55%,0.6,88%,16,14,2,0,4.7,53%,2.9,54%,1.44,43%,53%,0.1
Chidi Njokuani,Albert Duraev,Middleweight,S-DEC,3,5:00,Lose,70%,33,23,10,0,4.09,61%,2.94,55%,0,0%,74%,0.2,76%,21,16,5,0,2.99,40%,3.01,59%,1.97,29%,66%,0.6
Tucker Lutz,Daniel Pineda,Featherweight,SUB Guillotine Choke,2,2:50,Lose,75%,16,12,4,0,3.74,46%,3.25,44%,1.99,44%,69%,0.2,65%,43,28,15,0,3.09,49%,3.18,46%,1.71,25%,48%,1.7
Steven Peterson,Lucas Alexander,Featherweight,U-DEC,3,5:00,Lose,63%,30,19,11,0,4.76,40%,5.94,53%,1.42,26%,64%,0.7,67%,12,8,4,0,5.23,55%,1.83,71%,0,0%,57%,0
Preston Parsons,Trevin Giles,Welterweight,S-DEC,3,5:00,Lose,73%,15,11,4,0,3.83,55%,3.18,51%,4.3,43%,80%,3.1,73%,22,16,6,0,3.27,55%,2.22,58%,1.19,50%,71%,0.3
Daniel Lacerda,CJ Vergara,Flyweight,KO/TKO Elbows,2,4:04,Lose,65%,17,11,6,0,3.95,45%,8.28,34%,2.32,50%,0%,1.2,67%,18,12,5,1,5.24,57%,4.62,52%,0,0%,60%,0.2
Vinicius Salvador,Victor Altamirano,Flyweight,U-DEC,3,5:00,Lose,70%,20,14,6,0,5.44,42%,6.05,49%,0.38,11%,86%,0,75%,16,12,4,0,4.55,57%,3.7,54%,3.43,39%,63%,0
Kamaru Usman,Leon Edwards,Welterweight,M-DEC,5,5:00,Lose,83%,24,20,4,0,4.36,52%,2.74,54%,2.82,45%,89%,0.1,88%,25,22,3,0,2.75,53%,2.34,54%,1.25,34%,70%,0.4
Rafael Fiziev,Justin Gaethje,Lightweight,M-DEC,3,5:00,Lose,80%,15,12,3,0,4.9,51%,4.97,49%,0.29,40%,89%,0,83%,30,25,5,0,6.78,59%,7.46,52%,0.11,25%,75%,0
Bryan Barberena,Gunnar Nelson,Welterweight,SUB Armbar,1,4:51,Lose,60%,30,18,12,0,5.35,48%,4.59,44%,0.13,22%,50%,0.3,76%,25,19,5,1,1.84,61%,3,49%,1.9,59%,66%,1
Casey O'Neill,Jennifer Maia,Women's Flyweight,U-DEC,3,5:00,Lose,82%,11,9,2,0,8.41,54%,6.3,56%,1.77,38%,66%,0.7,66%,32,21,10,1,4.35,38%,4.52,55%,0.42,27%,58%,0.1
Roman Dolidze,Marvin Vettori,Middleweight,U-DEC,3,5:00,Lose,80%,15,12,3,0,2.62,39%,3.36,51%,1.3,40%,33%,1.3,70%,27,19,7,1,4.56,45%,4.24,56%,1.66,45%,69%,0.5
Makwan Amirkhani,Jack Shore,Featherweight,SUB Rear Naked Choke,2,4:27,Lose,65%,26,17,9,0,1.33,44%,2.98,46%,3.96,43%,35%,1.1,94%,18,17,1,0,3.84,58%,2.2,57%,3.42,40%,79%,0.7
Omar Morales,Chris Duncan,Lightweight,S-DEC,3,5:00,Lose,73%,15,11,4,0,3.42,40%,3.18,58%,0.46,100%,63%,0,85%,13,11,2,0,4.88,46%,3.65,49%,3.85,38%,33%,0
Sam Patterson,Yanal Ashmouz,Lightweight,KO/TKO Punches,1,1:15,Lose,79%,14,11,2,1,2.54,38%,3.41,49%,1.19,100%,33%,3.6,88%,8,7,1,0,3.08,42%,5.35,59%,0.92,50%,50%,0
Jafel Filho,Muhammad Mokaev,Flyweight,SUB Neck Crank,3,4:32,Lose,84%,19,16,3,0,2.36,41%,2,47%,1.77,33%,55%,2.6,100%,12,12,0,0,1.53,48%,1.36,57%,5.75,41%,0%,1
Gabriel Santos,Lerone Murphy,Featherweight,S-DEC,3,5:00,Lose,83%,12,10,2,0,4.46,55%,6.03,44%,4.34,46%,66%,1.2,93%,14,13,0,1,3.65,50%,2.4,56%,1.29,46%,46%,0.9
Dusko Todorovic,Christian Leroy Duncan,Middleweight,KO/TKO,1,1:52,Lose,75%,16,12,4,0,5.54,57%,4.55,46%,0.96,12%,45%,0,91%,11,10,1,0,5.96,62%,3.82,50%,0.45,14%,50%,0
Malcolm Gordon,Jake Hadley,Flyweight,KO/TKO Punch,1,1:01,Lose,64%,22,14,8,0,2.5,45%,2,43%,1.72,35%,26%,1,83%,12,10,2,0,3.42,44%,3.2,60%,0.32,25%,35%,2.2
Luana Carolina,Joanne Wood,Women's Flyweight,S-DEC,3,5:00,Lose,71%,14,10,4,0,4.63,49%,3.63,49%,0.38,42%,76%,0.6,68%,25,17,8,0,7.1,51%,4.89,51%,1.52,55%,58%,0.3
Ludovit Klein,Jai Herbert,Lightweight,M-DEC,3,5:00,Draw,81%,26,21,4,1,3.96,55%,3.74,53%,1.77,47%,83%,0,67%,18,12,5,1,2.69,41%,3.15,45%,0.2,10%,57%,0
Juliana Miller,Veronica Hardy,Women's Flyweight,U-DEC,3,5:00,Lose,57%,7,4,3,0,3.31,45%,4.75,32%,1.84,44%,0%,1.8,62%,13,8,4,1,3.27,45%,4.1,46%,1.27,41%,57%,0.4
Petr Yan,Merab Dvalishvili,Bantamweight,U-DEC,5,5:00,Lose,77%,22,17,5,0,5.14,53%,4.36,58%,1.73,51%,85%,0.1,81%,21,17,4,0,4.5,41%,2.37,57%,6.43,36%,80%,0.3
Alexandr Romanov,Alexander Volkov,Heavyweight,KO/TKO Punches,1,2:16,Lose,89%,19,17,2,0,4.06,52%,2.2,50%,4.32,54%,20%,0.9,79%,47,37,10,0,5.1,57%,3,54%,0.49,63%,73%,0.2
Ryan Spann,Nikita Krylov,Catch Weight,SUB Triangle Choke,1,3:38,Lose,70%,30,21,9,0,3.42,40%,3.91,45%,1.29,35%,47%,1.5,77%,39,30,9,0,4.38,55%,2.47,44%,2.29,38%,53%,1.4
Said Nurmagomedov,Jonathan Martinez,Bantamweight,U-DEC,3,5:00,Lose,86%,21,18,3,0,3.55,47%,2.13,57%,1.01,16%,66%,1.4,83%,23,19,4,0,4.64,50%,3.76,58%,0.44,41%,69%,0.1
Guido Cannetti,Mario Bautista,Bantamweight,SUB Rear Naked Choke,1,3:18,Lose,56%,18,10,8,0,3.44,55%,2.84,51%,2.27,55%,64%,0.4,88%,16,14,2,0,5.69,48%,3.99,53%,2.25,44%,66%,1
Anton Turkalj,Vitor Petrino,Light Heavyweight,U-DEC,3,5:00,Lose,67%,12,8,4,0,2.45,42%,3.42,54%,4.98,41%,16%,0,100%,11,11,0,0,2.74,45%,2.49,45%,3.86,68%,71%,0.8
Lukasz Brzeski,Karl Williams,Heavyweight,U-DEC,3,5:00,Lose,69%,13,9,4,0,4.78,49%,3.15,56%,0.48,50%,36%,0.5,91%,11,10,1,0,2.87,52%,1.7,60%,4.75,50%,100%,0.2
Raphael Assuncao,Davey Grant,Bantamweight,SUB Inverted Triangle,3,4:43,Lose,74%,38,28,10,0,3.22,42%,2.5,66%,1.65,39%,78%,0.2,68%,22,15,7,0,4.77,42%,3.82,55%,1.26,41%,61%,0.2
Sedriques Dumas,Josh Fremd,Middleweight,SUB Guillotine Choke,2,3:00,Lose,82%,11,9,2,0,1.76,45%,2.14,57%,0.71,50%,40%,0.4,69%,16,11,5,0,2.93,43%,2.63,47%,0.84,25%,31%,1.4
Tony Gravely,Victor Henry,Bantamweight,S-DEC,3,5:00,Lose,72%,32,23,9,0,3.82,48%,4.47,44%,5.4,41%,52%,0.3,79%,29,23,6,0,8.26,54%,5.95,47%,0,0%,78%,0.6
JJ Aldrich,Ariane Lipski,Women's Flyweight,U-DEC,3,5:00,Lose,68%,19,13,6,0,4.05,46%,4.53,60%,0.71,25%,66%,0,68%,25,17,8,0,4.27,40%,4.23,52%,0.64,55%,79%,0.4
Tyson Nam,Bruno Silva,Flyweight,SUB Rear Naked Choke,2,1:23,Lose,58%,36,21,14,1,3.87,33%,4.97,65%,0,0%,87%,0,68%,34,23,11,0,4.12,49%,5.45,41%,0.93,27%,73%,0
Jared Gooden,Carlston Harris,Welterweight,U-DEC,3,5:00,Lose,72%,32,23,9,0,5.08,49%,6.68,48%,0.67,100%,65%,0.2,79%,24,19,5,0,2.93,49%,2.44,53%,2.05,29%,55%,0.8
Ciryl Gane,Jon Jones,Heavyweight,SUB Guillotine Choke,1,2:04,Lose,86%,14,12,2,0,5.49,60%,2.19,63%,0.58,21%,50%,0.5,96%,28,27,1,0,4.29,57%,2.22,64%,1.93,45%,95%,0.5
Valentina Shevchenko,Alexa Grasso,Women's Flyweight,SUB Rear Naked Choke,4,4:34,Lose,82%,28,23,4,1,3.28,52%,2.11,62%,2.56,63%,71%,0.4,80%,20,16,3,1,4.67,43%,3.95,58%,0.41,45%,59%,0.6
Geoff Neal,Shavkat Rakhmonov,Welterweight,SUB Rear Naked Choke,3,4:17,Lose,71%,21,15,6,0,4.97,50%,5.47,57%,0.46,44%,87%,0.1,100%,18,18,0,0,4.12,61%,2.41,51%,1.49,29%,100%,1.8
Jalin Turner,Mateusz Gamrot,Lightweight,S-DEC,3,5:00,Lose,64%,22,14,8,0,5.6,48%,4.57,41%,0.79,55%,74%,1.1,92%,26,24,2,0,3.09,51%,3.07,59%,5.28,35%,90%,0.1
Jamie Pickett,Bo Nickal,Middleweight,SUB Arm Triangle,1,2:54,Lose,54%,24,13,11,0,2.65,47%,3.62,50%,1.26,40%,67%,0.1,100%,6,6,0,0,1.64,62%,0.5,70%,7.46,50%,0%,7.5
